dp_id,port_no,rx_bytes,rx_pkts,tx_bytes,tx_pkts,duration
3,3,3167495940,2096510,2769580508,1833306,23203
1,1,3167491148,2096465,2770934074,1834244,23213
1,2,2770929212,1834198,3167495940,2096510,23213
2,1,2973936226,1968097,2054318880,1360072,23213
2,2,2068518276,1369263,2591608812,1715380,23213
2,3,2770934074,1834244,3167491148,2096465,23213
3,1,3123340390,2066604,318114,1300,23213
3,2,695765058,461397,4215384248,2789325,23213
3,3,3167495940,2096510,2770929212,1834198,23213
1,1,3167491190,2096466,2772282820,1835137,23223
1,2,2772277958,1835091,3167495982,2096511,23223
2,1,2975219956,1968947,2055667626,1360965,23223
2,2,2069867064,1370157,2594241288,1717123,23223
2,3,2772282820,1835137,3167491190,2096466,23223
3,1,3124689136,2067497,318156,1301,23223
3,2,697113846,462291,4216733036,2790219,23223
3,3,3167495982,2096511,2772277958,1835091,23223
1,1,3167491190,2096466,2773631524,1836029,23233
1,2,2773626662,1835983,3167495982,2096511,23233
3,1,3126037840,2068389,318156,1301,23233
3,2,698462550,463183,4218083252,2791112,23233
3,3,3167495982,2096511,2773626662,1835983,23233
2,1,2976505198,1969798,2057016372,1361858,23233
2,2,2071215810,1371050,2596875234,1718866,23233
2,3,2773631524,1836029,3167491190,2096466,23233
1,1,3167491190,2096466,2774978716,1836920,23243
1,2,2774973854,1836874,3167495982,2096511,23243
2,1,2977788886,1970647,2058365076,1362750,23243
2,2,2072564514,1371942,2599506114,1720606,23243
2,3,2774978716,1836920,3167491190,2096466,23243
3,1,3127386586,2069282,318198,1302,23243
3,2,699809784,464075,4219430486,2792004,23243
3,3,3167495982,2096511,2774973854,1836874,23243
1,1,3167491232,2096467,2776327462,1837813,23253
1,2,2776322600,1837767,3167496024,2096512,23253
2,1,2979069592,1971495,2059713822,1363643,23253
2,2,2073913302,1372836,2602135566,1722347,23253
2,3,2776327462,1837813,3167491232,2096467,23253
3,1,3128735290,2070174,318198,1302,23253
3,2,701158530,464968,4220779232,2792897,23253
3,3,3167496024,2096512,2776322600,1837767,23253
1,1,3167491232,2096467,2777676166,1838705,23263
1,2,2777671304,1838659,3167496024,2096512,23263
2,1,2980356304,1972346,2061061014,1364534,23263
2,2,2075260494,1373727,2604772494,1724091,23263
2,3,2777677678,1838706,3167491232,2096467,23263
3,1,3130083994,2071066,318198,1302,23263
3,2,702508746,465861,4222127936,2793789,23263
3,3,3167496024,2096512,2777672816,1838660,23263
1,1,3167491232,2096467,2779024870,1839597,23273
1,2,2779020008,1839551,3167496024,2096512,23273
3,1,3131432740,2071959,318240,1303,23273
3,2,703855980,466753,4223476682,2794682,23273
3,3,3167496024,2096512,2779020008,1839551,23273
2,1,2981639992,1973195,2062409718,1365426,23273
2,2,2076609198,1374619,2607403374,1725831,23273
2,3,2779024870,1839597,3167491232,2096467,23273
1,1,3167491232,2096467,2780373574,1840489,23283
1,2,2780368712,1840443,3167496024,2096512,23283
2,1,2982922210,1974044,2063758464,1366319,23283
2,2,2077957944,1375512,2610034296,1727572,23283
2,3,2780373574,1840489,3167491232,2096467,23283
3,1,3132781444,2072851,318240,1303,23283
3,2,705204684,467645,4224825386,2795574,23283
3,3,3167496024,2096512,2780368712,1840443,23283
1,1,3167491274,2096468,2781722320,1841382,23293
1,2,2781717458,1841336,3167496066,2096513,23293
2,1,2984205940,1974894,2065107210,1367212,23293
2,2,2079306732,1376406,2612666772,1729315,23293
2,3,2781722320,1841382,3167491274,2096468,23293
3,1,3134128678,2073743,318282,1304,23293
3,2,706553472,468539,4226174174,2796468,23293
3,3,3167496066,2096513,2781717458,1841336,23293
1,1,3167491274,2096468,2783071024,1842274,23303
1,2,2783066162,1842228,3167496066,2096513,23303
3,1,3135478894,2074636,318282,1304,23303
3,2,707902176,469431,4227522878,2797360,23303
3,3,3167496066,2096513,2783066162,1842228,23303
2,1,2985488116,1975742,2066455914,1368104,23303
2,2,2080655436,1377298,2615297652,1731055,23303
2,3,2783071024,1842274,3167491274,2096468,23303
2,1,2986770292,1976590,2067804618,1368996,23313
2,2,2082004140,1378190,2617928532,1732795,23313
2,3,2784419728,1843166,3167491274,2096468,23313
1,1,3167491274,2096468,2784421240,1843167,23313
1,2,2784416378,1843121,3167496066,2096513,23313
3,1,3136827640,2075529,318324,1305,23313
3,2,709252434,470325,4228871624,2798253,23313
3,3,3167496066,2096513,2784416378,1843121,23313
1,1,3167491316,2096469,2785766962,1844058,23323
1,2,2785762100,1844012,3167496108,2096514,23323
2,1,2988054022,1977440,2069153364,1369889,23323
2,2,2083354440,1379085,2620561008,1734538,23323
2,3,2785768474,1844059,3167491316,2096469,23323
3,1,3138174832,2076420,318324,1305,23323
3,2,710599668,471217,4230218858,2799145,23323
3,3,3167496108,2096514,2785763612,1844013,23323
1,1,3167491316,2096469,2787117178,1844951,23333
1,2,2787112316,1844905,3167496108,2096514,23333
2,1,2989340776,1978292,2070502110,1370782,23333
2,2,2084701674,1379977,2623196466,1736282,23333
2,3,2787117178,1844951,3167491316,2096469,23333
3,1,3139523536,2077312,318324,1305,23333
3,2,711948372,472109,4231567562,2800037,23333
3,3,3167496108,2096514,2787112316,1844905,23333
1,1,3167491316,2096469,2788464370,1845842,23343
1,2,2788459508,1845796,3167496108,2096514,23343
2,1,2990618416,1979137,2071850814,1371674,23343
2,2,2086050378,1380869,2625822810,1738019,23343
2,3,2788465882,1845843,3167491316,2096469,23343
3,1,3140872282,2078205,318366,1306,23343
3,2,713295606,473001,4232916308,2800930,23343
3,3,3167496108,2096514,2788459508,1845796,23343
1,1,3167491316,2096469,2789813074,1846734,23353
1,2,2789808212,1846688,3167496108,2096514,23353
3,1,3142220986,2079097,318366,1306,23353
3,2,714644310,473893,4234265012,2801822,23353
3,3,3167496108,2096514,2789808212,1846688,23353
2,1,2991903616,1979987,2073199518,1372566,23353
2,2,2087399082,1381761,2628455202,1739760,23353
2,3,2789813074,1846734,3167491316,2096469,23353
1,1,3167491358,2096470,2791161820,1847627,23363
1,2,2791156958,1847581,3167496150,2096515,23363
2,1,2993184322,1980835,2074548264,1373459,23363
2,2,2088747870,1382655,2631084654,1741501,23363
2,3,2791161820,1847627,3167491358,2096470,23363
3,1,3143569732,2079990,318408,1307,23363
3,2,715993098,474787,4235613800,2802716,23363
3,3,3167496150,2096515,2791156958,1847581,23363
1,1,3167491358,2096470,2792510524,1848519,23373
1,2,2792505662,1848473,3167496150,2096515,23373
2,1,2994469522,1981685,2075895456,1374350,23373
2,2,2090095062,1383546,2633718558,1743243,23373
2,3,2792510524,1848519,3167491358,2096470,23373
3,1,3144918436,2080882,318408,1307,23373
3,2,717341802,475679,4236962504,2803608,23373
3,3,3167496150,2096515,2792505662,1848473,23373
1,1,3167491358,2096470,2793859228,1849411,23383
1,2,2793854366,1849365,3167496150,2096515,23383
2,1,2995750228,1982533,2077244202,1375243,23383
2,2,2091443808,1384439,2636347968,1744983,23383
2,3,2793859228,1849411,3167491358,2096470,23383
3,1,3146267140,2081774,318408,1307,23383
3,2,718690506,476571,4238311208,2804500,23383
3,3,3167496150,2096515,2793854366,1849365,23383
1,1,3167491400,2096471,2795207974,1850304,23393
1,2,2795203112,1850258,3167496192,2096516,23393
2,1,2997035470,1983384,2078592948,1376136,23393
2,2,2092792596,1385333,2638981956,1746727,23393
2,3,2795207974,1850304,3167491400,2096471,23393
3,1,3147614374,2082666,318450,1308,23393
3,2,720039294,477465,4239658484,2805393,23393
3,3,3167496192,2096516,2795203112,1850258,23393
1,1,3167491400,2096471,2796555166,1851195,23403
1,2,2796550304,1851149,3167496192,2096516,23403
2,1,2998319158,1984233,2079941652,1377028,23403
2,2,2094141300,1386225,2641612836,1748467,23403
2,3,2796555166,1851195,3167491400,2096471,23403
3,1,3148963078,2083558,318450,1308,23403
3,2,721386486,478356,4241007188,2806285,23403
3,3,3167496192,2096516,2796550304,1851149,23403
1,1,3167491400,2096471,2797903870,1852087,23413
1,2,2797899008,1852041,3167496192,2096516,23413
2,1,2999602846,1985082,2081290356,1377920,23413
2,2,2095490004,1387117,2644246740,1750209,23413
2,3,2797905382,1852088,3167491400,2096471,23413
3,1,3150311824,2084451,318492,1309,23413
3,2,722735232,479249,4242355934,2807178,23413
3,3,3167496192,2096516,2797899008,1852041,23413
1,1,3167491484,2096473,2800267210,1853652,23423
1,2,2800262348,1853606,3167496276,2096518,23423
2,1,3000891070,1985934,2082637548,1378811,23423
2,2,2096837280,1388010,2647896792,1752625,23423
2,3,2800267210,1853652,3167491484,2096473,23423
3,1,3151657588,2085343,320088,1312,23423
3,2,724085532,480144,4242687146,2807399,23423
3,3,3167496276,2096518,2800262348,1853606,23423
1,1,3167491484,2096473,2802963106,1855435,23433
1,2,2802958244,1855389,3167496276,2096518,23433
2,1,3002171818,1986783,2083986336,1379705,23433
2,2,2098186068,1388904,2651873436,1755257,23433
2,3,2802963106,1855435,3167491484,2096473,23433
3,1,3153004780,2086234,320088,1312,23433
3,2,725434236,481036,4242687146,2807399,23433
3,3,3167496276,2096518,2802958244,1855389,23433
1,1,3167491484,2096473,2805660514,1857219,23443
1,2,2805655652,1857173,3167496276,2096518,23443
2,1,3003457018,1987633,2085335040,1380597,23443
2,2,2099534772,1389796,2655856044,1757891,23443
2,3,2805660514,1857219,3167491484,2096473,23443
3,1,3154353484,2087126,320088,1312,23443
3,2,726782940,481928,4242687146,2807399,23443
3,3,3167496276,2096518,2805655652,1857173,23443
1,1,3167491526,2096474,2808356452,1859003,23453
1,2,2808351590,1858957,3167496318,2096519,23453
2,1,3004739194,1988481,2086683744,1381489,23453
2,2,2100883518,1390689,2659835670,1760524,23453
2,3,2808357964,1859004,3167491526,2096474,23453
3,1,3155702230,2088019,320130,1313,23453
3,2,728130132,482819,4242687146,2807399,23453
3,3,3167496318,2096519,2808351590,1858957,23453
1,1,3167491526,2096474,2811053860,1860787,23463
1,2,2811048998,1860741,3167496318,2096519,23463
2,1,3006021370,1989329,2088032448,1382381,23463
2,2,2102232222,1391581,2663815254,1763156,23463
2,3,2811055372,1860788,3167491526,2096474,23463
3,1,3157050934,2088911,320130,1313,23463
3,2,729480348,483712,4242687146,2807399,23463
3,3,3167496318,2096519,2811050510,1860742,23463
2,1,3007303546,1990177,2089379640,1383272,23473
2,2,2103579498,1392474,2667793410,1765789,23473
2,3,2813751352,1862573,3167491610,2096476,23473
3,1,3158399680,2089804,320172,1314,23473
3,2,730827582,484604,4242687188,2807400,23473
3,3,3167496402,2096521,2813746490,1862527,23473
1,1,3167491610,2096476,2813751352,1862573,23473
1,2,2813746490,1862527,3167496402,2096521,23473
1,1,3168749636,2097309,2816447290,1864357,23483
1,2,2816442428,1864311,3168754428,2097354,23483
2,1,3008590300,1991029,2089465866,1383330,23483
2,2,2104925262,1393366,2671777614,1768426,23483
2,3,2816448802,1864358,3168751148,2097310,23483
3,1,3159748384,2090696,320172,1314,23483
3,2,732176328,485497,4243946726,2808234,23483
3,3,3168755940,2097355,2816443940,1864312,23483
1,1,3170098340,2098201,2819144698,1866141,23493
1,2,2819139836,1866095,3170103132,2098246,23493
2,1,3009872476,1991877,2089465866,1383330,23493
2,2,2106272454,1394257,2675755686,1771057,23493
2,3,2819144698,1866141,3170098340,2098201,23493
3,1,3161095576,2091587,320172,1314,23493
3,2,733525032,486389,4245293918,2809125,23493
3,3,3170103132,2098246,2819139836,1866095,23493
1,1,3171447086,2099094,2821842148,1867926,23503
1,2,2821837286,1867880,3171451878,2099139,23503
2,1,3011156164,1992726,2089465866,1383330,23503
2,2,2107621200,1395150,2679736824,1773691,23503
2,3,2821842148,1867926,3171447086,2099094,23503
3,1,3162445834,2092481,320214,1315,23503
3,2,734873736,487281,4246644134,2810018,23503
3,3,3171453390,2099140,2821838798,1867881,23503
1,1,3172795832,2099987,2824539598,1869711,23513
1,2,2824534736,1869665,3172800624,2100032,23513
2,1,3012444388,1993578,2089465866,1383330,23513
2,2,2108969946,1396043,2683722498,1776328,23513
2,3,2824539598,1869711,3172795832,2099987,23513
3,1,3163793026,2093372,320214,1315,23513
3,2,736222482,488174,4247991368,2810910,23513
3,3,3172800624,2100032,2824534736,1869665,23513
1,1,3174144578,2100880,2827235536,1871495,23523
1,2,2827230674,1871449,3174149370,2100925,23523
2,1,3013731100,1994429,2089465866,1383330,23523
2,2,2110318692,1396936,2687705148,1778963,23523
2,3,2827235536,1871495,3174144578,2100880,23523
3,1,3165141772,2094265,320256,1316,23523
3,2,737569674,489065,4249340072,2811802,23523
3,3,3174149370,2100925,2827230674,1871449,23523
3,1,3166490476,2095157,320256,1316,23533
3,2,738918420,489958,4250688818,2812695,23533
3,3,3175498116,2101818,2829928124,1873234,23533
1,1,3175493324,2101773,2829932986,1873280,23533
1,2,2829928124,1873234,3175498116,2101818,23533
2,1,3015016342,1995280,2089465908,1383331,23533
2,2,2111667480,1397830,2691687840,1781599,23533
2,3,2829932986,1873280,3175493324,2101773,23533
1,1,3176840516,2102664,2832628882,1875063,23543
1,2,2832624020,1875017,3176845308,2102709,23543
2,1,3016303054,1996131,2089465908,1383331,23543
2,2,2113016184,1398722,2695671960,1784234,23543
2,3,2832630394,1875064,3176842028,2102665,23543
3,1,3167839180,2096049,320256,1316,23543
3,2,740267124,490850,4252037522,2813587,23543
3,3,3176846820,2102710,2832625532,1875018,23543
1,1,3178189262,2103557,2835326332,1876848,23553
1,2,2835321470,1876802,3178194054,2103602,23553
2,1,3017586742,1996980,2089465908,1383331,23553
2,2,2114363418,1399614,2699651586,1786867,23553
2,3,2835326332,1876848,3178189262,2103557,23553
3,1,3169186414,2096941,320298,1317,23553
3,2,741615828,491742,4253384714,2814478,23553
3,3,3178194054,2103602,2835321470,1876802,23553
1,1,3179538008,2104450,2838022270,1878632,23563
1,2,2838017408,1878586,3179542800,2104495,23563
3,1,3170535118,2097833,320298,1317,23563
3,2,742963062,492634,4254733460,2815371,23563
3,3,3179542800,2104495,2838017408,1878586,23563
2,1,3018877990,1997834,2089465908,1383331,23563
2,2,2115712164,1400507,2703638772,1789505,23563
2,3,2838022270,1878632,3179538008,2104450,23563
1,1,3180886754,2105343,2840719720,1880417,23573
1,2,2840714858,1880371,3180891546,2105388,23573
2,1,3020163232,1998685,2089465950,1383332,23573
2,2,2117060952,1401401,2707621464,1792141,23573
2,3,2840719720,1880417,3180886754,2105343,23573
3,1,3171883864,2098726,320340,1318,23573
3,2,744311766,493526,4256082164,2816263,23573
3,3,3180891546,2105388,2840714858,1880371,23573
1,1,3182235500,2106236,2843417170,1882202,23583
1,2,2843412308,1882156,3182240292,2106281,23583
2,1,3021446920,1999534,2089465950,1383332,23583
2,2,2118409698,1402294,2711602602,1794775,23583
2,3,2843417170,1882202,3182235500,2106236,23583
3,1,3173232568,2099618,320340,1318,23583
3,2,745660512,494419,4257430910,2817156,23583
3,3,3182240292,2106281,2843412308,1882156,23583
1,1,3183582734,2107128,2846114620,1883987,23593
1,2,2846109758,1883941,3183587526,2107173,23593
2,1,3022732120,2000384,2089465950,1383332,23593
2,2,2119756932,1403186,2715585252,1797410,23593
2,3,2846114620,1883987,3183582734,2107128,23593
3,1,3174581314,2100511,320382,1319,23593
3,2,747009216,495311,4258778102,2818047,23593
3,3,3183587526,2107173,2846109758,1883941,23593
1,1,3184931480,2108021,2848812070,1885772,23603
1,2,2848807208,1885726,3184936272,2108066,23603
3,1,3175930018,2101403,320382,1319,23603
3,2,748357962,496204,4260128360,2818941,23603
3,3,3184937784,2108067,2848807208,1885726,23603
2,1,3024018832,2001235,2089465950,1383332,23603
2,2,2121107190,1404080,2719569414,1800046,23603
2,3,2848812070,1885772,3184932992,2108022,23603
1,1,3186280184,2108913,2851507966,1887555,23613
1,2,2851503104,1887509,3186284976,2108958,23613
2,1,3025304032,2002085,2089465950,1383332,23613
2,2,2122454382,1404971,2723550510,1802679,23613
2,3,2851507966,1887555,3186280184,2108913,23613
3,1,3177277210,2102294,320382,1319,23613
3,2,749706666,497096,4261475552,2819832,23613
3,3,3186284976,2108958,2851503104,1887509,23613
1,1,3187628930,2109806,2854205416,1889340,23623
1,2,2854200554,1889294,3187633722,2109851,23623
2,1,3026589274,2002936,2089465992,1383333,23623
2,2,2123803170,1405865,2727533202,1805315,23623
2,3,2854205416,1889340,3187628930,2109806,23623
3,1,3178625956,2103187,320424,1320,23623
3,2,751055370,497988,4262824256,2820724,23623
3,3,3187633722,2109851,2854200554,1889294,23623
2,1,3027875986,2003787,2089466062,1383334,23633
2,2,2125151916,1406758,2731515922,1807951,23633
2,3,2856901424,1891125,3188977676,2110699,23633
1,1,3188977676,2110699,2856901424,1891125,23633
1,2,2856896562,1891079,3188982468,2110744,23633
3,1,3179974660,2104079,320424,1320,23633
3,2,752402604,498880,4264173002,2821617,23633
3,3,3188982468,2110744,2856896562,1891079,23633
1,1,3190326422,2111592,2859598874,1892910,23643
1,2,2859594012,1892864,3190331214,2111637,23643
2,1,3029158162,2004635,2089466062,1383334,23643
2,2,2126500662,1407651,2735495548,1810584,23643
2,3,2859598874,1892910,3190326422,2111592,23643
3,1,3181323406,2104972,320466,1321,23643
3,2,753751308,499772,4265521706,2822509,23643
3,3,3190331214,2111637,2859594012,1892864,23643
1,1,3191675168,2112485,2862296324,1894695,23653
1,2,2862291462,1894649,3191679960,2112530,23653
2,1,3030441850,2005484,2089466062,1383334,23653
2,2,2127849408,1408544,2739476686,1813218,23653
2,3,2862296324,1894695,3191675168,2112485,23653
3,1,3182672110,2105864,320466,1321,23653
3,2,755100054,500665,4266870452,2823402,23653
3,3,3191679960,2112530,2862291462,1894649,23653
1,1,3193022360,2113376,2864992220,1896478,23663
1,2,2864987358,1896432,3193027152,2113421,23663
2,1,3031727050,2006334,2089466062,1383334,23663
2,2,2129196600,1409435,2743459294,1815852,23663
2,3,2864993732,1896479,3193022360,2113376,23663
3,1,3184019302,2106755,320466,1321,23663
3,2,756448758,501557,4268217644,2824293,23663
3,3,3193027152,2113421,2864988870,1896433,23663
1,1,3194371106,2114269,2867689670,1898263,23673
1,2,2867684808,1898217,3194375898,2114314,23673
3,1,3185368048,2107648,320508,1322,23673
3,2,757797462,502449,4269566348,2825185,23673
3,3,3194375898,2114314,2867684808,1898217,23673
2,1,3033012292,2007185,2089466104,1383335,23673
2,2,2130545388,1410329,2747441986,1818488,23673
2,3,2867691182,1898264,3194371106,2114269,23673
1,1,3195719852,2115162,2870385608,1900047,23683
1,2,2870380746,1900001,3195724644,2115207,23683
2,1,3034295980,2008034,2089466104,1383335,23683
2,2,2131894134,1411222,2751420100,1821120,23683
2,3,2870385608,1900047,3195719852,2115162,23683
3,1,3186716752,2108540,320508,1322,23683
3,2,759146208,503342,4270915094,2826078,23683
3,3,3195724644,2115207,2870382258,1900002,23683
1,1,3197068640,2116056,2873083100,1901833,23693
1,2,2873078238,1901787,3197073432,2116101,23693
2,1,3035582692,2008885,2089466104,1383335,23693
2,2,2133242922,1412116,2755404304,1823757,23693
2,3,2873083100,1901833,3197068640,2116056,23693
3,1,3188065498,2109433,320550,1323,23693
3,2,760493442,504234,4272263840,2826971,23693
3,3,3197073432,2116101,2873078238,1901787,23693
1,1,3198417428,2116950,2875777568,1903617,23703
1,2,2875772706,1903571,3198422220,2116995,23703
2,1,3036869446,2009737,2090480698,1384007,23703
2,2,2134591668,1413009,2758370890,1825720,23703
2,3,2875777568,1903617,3198417428,2116950,23703
3,1,3189411262,2110325,322146,1326,23703
3,2,761842146,505126,4273611032,2827862,23703
3,3,3198422220,2116995,2875772706,1903571,23703
1,1,3199766132,2117842,2878473464,1905400,23713
1,2,2878468602,1905354,3199770924,2117887,23713
2,1,3038154646,2010587,2091827890,1384898,23713
2,2,2135940372,1413901,2761004794,1827462,23713
2,3,2878474976,1905401,3199767644,2117843,23713
3,1,3190758454,2111216,322146,1326,23713
3,2,763190850,506018,4274959736,2828754,23713
3,3,3199770924,2117887,2878468602,1905354,23713
3,1,3192107158,2112108,322146,1326,23723
3,2,764539554,506910,4276308440,2829646,23723
3,3,3201119628,2118779,2881166010,1907138,23723
1,1,3201114836,2118734,2881170872,1907184,23723
1,2,2881166010,1907138,3201119628,2118779,23723
2,1,3039439888,2011438,2093176636,1385791,23723
2,2,2137289118,1414794,2763638740,1829205,23723
2,3,2881170872,1907184,3201114836,2118734,23723
1,1,3202463624,2119628,2883866852,1908969,23733
1,2,2883861990,1908923,3202468416,2119673,23733
2,1,3040705474,2012276,2094525382,1386684,23733
2,2,2138637864,1415687,2766251518,1830934,23733
2,3,2883866852,1908969,3202463624,2119628,23733
3,1,3193455904,2113001,322188,1327,23733
3,2,765886788,507802,4277657186,2830539,23733
3,3,3202468416,2119673,2883861990,1908923,23733
1,1,3203812370,2120521,2886565814,1910755,23743
1,2,2886560952,1910709,3203817162,2120566,23743
2,1,3041995210,2013129,2095875598,1387577,23743
2,2,2139988122,1416581,2768893024,1832682,23743
2,3,2886568838,1910757,3203813882,2120522,23743
3,1,3194806120,2113894,322188,1327,23743
3,2,767237046,508696,4279005932,2831432,23743
3,3,3203817162,2120566,2886562464,1910710,23743
1,1,3205161074,2121413,2889261710,1912538,23753
1,2,2889256848,1912492,3205165866,2121458,23753
2,1,3043274362,2013975,2097222790,1388468,23753
2,2,2141335314,1417472,2771519368,1834419,23753
2,3,2889263222,1912539,3205161074,2121413,23753
3,1,3196154824,2114786,322188,1327,23753
3,2,768585750,509588,4280354636,2832324,23753
3,3,3205165866,2121458,2889259872,1912494,23753
1,1,3206509820,2122306,2891959160,1914323,23763
1,2,2891954298,1914277,3206514682,2122352,23763
3,1,3197502058,2115678,322300,1329,23763
3,2,769932942,510479,4281703410,2833217,23763
3,3,3206514682,2122352,2891954298,1914277,23763
2,1,3044577748,2014838,2098571536,1389361,23763
2,2,2142684018,1418364,2774169904,1836172,23763
2,3,2891959160,1914323,3206509820,2122306,23763
1,1,3207857012,2123197,2894655056,1916106,23773
1,2,2894650194,1916060,3207861874,2123243,23773
2,1,3045884158,2015703,2099918770,1390253,23773
2,2,2144031252,1419256,2776825018,1837929,23773
2,3,2894655056,1916106,3207857012,2123197,23773
3,1,3198849250,2116569,322300,1329,23773
3,2,771281646,511371,4283050602,2834108,23773
3,3,3207861874,2123243,2894650194,1916060,23773
1,1,3209155862,2124057,2897354018,1917892,23783
1,2,2897349156,1917846,3209160724,2124103,23783
2,1,3047161798,2016548,2101267474,1391145,23783
2,2,2145330102,1420116,2779452916,1839668,23783
2,3,2897354018,1917892,3209155862,2124057,23783
3,1,3200197954,2117461,322300,1329,23783
3,2,772631904,512265,4284349452,2834968,23783
3,3,3209160724,2124103,2897349156,1917846,23783
3,1,3201546658,2118353,322300,1329,23793
3,2,773979138,513157,4284349494,2834969,23793
3,3,3209160766,2124104,2900045094,1919630,23793
1,1,3209155904,2124058,2900049956,1919676,23793
1,2,2900045094,1919630,3209160766,2124104,23793
2,1,3048475726,2017417,2102616178,1392037,23793
2,2,2145330144,1420117,2782114078,1841429,23793
2,3,2900049956,1919676,3209155904,2124058,23793
2,1,3049782178,2018283,2103964966,1392931,23803
2,2,2145330186,1420118,2784769192,1843186,23803
2,3,2902747406,1921461,3209155946,2124059,23803
1,1,3209155946,2124059,2902747406,1921461,23803
1,2,2902742544,1921415,3209160808,2124105,23803
3,1,3202895404,2119246,322342,1330,23803
3,2,775327842,514049,4284349494,2834969,23803
3,3,3209160808,2124105,2902742544,1921415,23803
1,1,3209155946,2124059,2905443302,1923244,23813
1,2,2905438440,1923198,3209160808,2124105,23813
2,1,3051088546,2019147,2105312158,1393822,23813
2,2,2145330186,1420118,2787424264,1844942,23813
2,3,2905443302,1923244,3209155946,2124059,23813
3,1,3204242596,2120137,322342,1330,23813
3,2,776676546,514941,4284349494,2834969,23813
3,3,3209160808,2124105,2905438440,1923198,23813
1,1,3209155946,2124059,2908139198,1925027,23823
1,2,2908134336,1924981,3209160808,2124105,23823
2,1,3052396468,2020013,2106660904,1394715,23823
2,2,2145330228,1420119,2790079378,1846699,23823
2,3,2908139198,1925027,3209155946,2124059,23823
3,1,3205591300,2121029,322342,1330,23823
3,2,778023738,515832,4284349494,2834969,23823
3,3,3209160808,2124105,2908134336,1924981,23823
1,1,3209155946,2124059,2910836606,1926811,23833
1,2,2910831744,1926765,3209160808,2124105,23833
2,1,3053708884,2020881,2108009608,1395607,23833
2,2,2145330228,1420119,2792740498,1848459,23833
2,3,2910836606,1926811,3209155946,2124059,23833
3,1,3206940004,2121921,322342,1330,23833
3,2,779372442,516724,4284349494,2834969,23833
3,3,3209160808,2124105,2910831744,1926765,23833
1,1,3209156030,2124061,2913532586,1928596,23843
1,2,2913527724,1928550,3209160892,2124107,23843
3,1,3208287238,2122813,322384,1331,23843
3,2,780721188,517617,4284349536,2834970,23843
3,3,3209160892,2124107,2913527724,1928550,23843
2,1,3055018318,2021748,2109356842,1396499,23843
2,2,2145330270,1420120,2795398636,1850218,23843
2,3,2913532586,1928596,3209156030,2124061,23843
1,1,3209156030,2124061,2916228482,1930379,23853
1,2,2916223620,1930333,3209160892,2124107,23853
2,1,3056323216,2022612,2110705588,1397392,23853
2,2,2145330312,1420121,2798050726,1851973,23853
2,3,2916228482,1930379,3209156030,2124061,23853
3,1,3209635942,2123705,322384,1331,23853
3,2,782068380,518508,4284349536,2834970,23853
3,3,3209160892,2124107,2916223620,1930333,23853
1,1,3209156030,2124061,2918925890,1932163,23863
1,2,2918921028,1932117,3209160892,2124107,23863
2,1,3057629584,2023476,2112054292,1398284,23863
2,2,2145330312,1420121,2800705798,1853729,23863
2,3,2918925890,1932163,3209156030,2124061,23863
3,1,3210984646,2124597,322384,1331,23863
3,2,783417084,519400,4284349536,2834970,23863
3,3,3209160892,2124107,2918921028,1932117,23863
1,1,3209156030,2124061,2921621786,1933946,23873
1,2,2921616924,1933900,3209160892,2124107,23873
2,1,3058938976,2024342,2113401484,1399175,23873
2,2,2145330312,1420121,2803363894,1855487,23873
2,3,2921621786,1933946,3209156030,2124061,23873
3,1,3212331838,2125488,322384,1331,23873
3,2,784765788,520292,4284349536,2834970,23873
3,3,3209160892,2124107,2921616924,1933900,23873
1,1,3209156072,2124062,2924319236,1935731,23883
1,2,2924314374,1935685,3209160934,2124108,23883
2,1,3060245428,2025208,2114750272,1400069,23883
2,2,2145330354,1420122,2806019008,1857244,23883
2,3,2924319236,1935731,3209156072,2124062,23883
3,1,3213680584,2126381,322426,1332,23883
3,2,786114492,521184,4284349536,2834970,23883
3,3,3209160934,2124108,2924314374,1935685,23883
1,1,3209156114,2124063,2927015174,1937515,23893
1,2,2927010312,1937469,3209160976,2124109,23893
2,1,3061553308,2026073,2116098976,1400961,23893
2,2,2145330396,1420123,2808674122,1859001,23893
2,3,2927015174,1937515,3209156114,2124063,23893
3,1,3215029288,2127273,322426,1332,23893
3,2,787461726,522076,4284349578,2834971,23893
3,3,3209160976,2124109,2927010312,1937469,23893
1,1,3209156114,2124063,2929712582,1939299,23903
1,2,2929707720,1939253,3209160976,2124109,23903
3,1,3216377992,2128165,322426,1332,23903
3,2,788810430,522968,4284349578,2834971,23903
3,3,3209160976,2124109,2929707720,1939253,23903
2,1,3062859718,2026938,2117447722,1401854,23903
2,2,2145330438,1420124,2811329236,1860758,23903
2,3,2929712582,1939299,3209156114,2124063,23903
1,1,3209156114,2124063,2932408478,1941082,23913
1,2,2932403616,1941036,3209160976,2124109,23913
2,1,3064167598,2027803,2118794914,1402745,23913
2,2,2145330438,1420124,2813985820,1862515,23913
2,3,2932408478,1941082,3209156114,2124063,23913
3,1,3217725184,2129056,322426,1332,23913
3,2,790159134,523860,4284349578,2834971,23913
3,3,3209160976,2124109,2932403616,1941036,23913
1,1,3209156156,2124064,2935104416,1942866,23923
1,2,2935099554,1942820,3209161018,2124110,23923
2,1,3065477032,2028670,2120143660,1403638,23923
