dp_id,port_no,rx_bytes,rx_pkts,tx_bytes,tx_pkts,duration
2,3,140360982,93086,284874873,188624,1648
3,1,216351606,143205,93295,312,1648
3,2,71486,209,360871593,238919,1648
3,3,284876984,188655,140357359,93054,1648
1,1,287505753,190364,140360982,93086,1658
1,2,140357359,93054,287509376,190396,1658
2,1,208972038,138336,138186865,91656,1658
2,2,146546168,97052,70208749,46670,1658
2,3,140360982,93086,287505753,190364,1658
3,1,217700310,144097,93295,312,1658
3,2,71486,209,364852689,241552,1658
3,3,287509376,190396,140357359,93054,1658
1,1,289193229,191482,140362578,93089,1668
1,2,140358955,93057,289196852,191514,1668
2,1,210258792,139188,138186907,91657,1668
2,2,146946890,97318,70210303,46672,1668
2,3,140362578,93089,289193229,191482,1668
3,1,219049014,144989,93295,312,1668
3,2,73082,212,367888869,243562,1668
3,3,289196852,191514,140358955,93057,1668
1,1,290475405,192330,140362578,93089,1678
1,2,140358955,93057,290479028,192362,1678
2,1,211540968,140036,138186907,91657,1678
2,2,146946890,97318,70210303,46672,1678
2,3,140362578,93089,290475405,192330,1678
3,1,220396248,145881,93337,313,1678
3,2,73124,213,370518279,245302,1678
3,3,290479028,192362,140358955,93057,1678
1,1,291759135,193180,141522324,93857,1688
1,2,141518701,93825,291762758,193212,1688
3,1,221742012,146773,94933,316,1688
3,2,74678,215,371987985,246275,1688
3,3,291762758,193212,141518701,93825,1688
2,1,212824656,140885,138186907,91657,1688
2,2,146946932,97319,71370049,47440,1688
2,3,141522324,93857,291759135,193180,1688
1,1,293039799,194027,142872540,94750,1698
1,2,142868917,94718,293043422,194059,1698
2,1,214105320,141732,138186907,91657,1698
2,2,146946932,97319,72720265,48333,1698
2,3,142872540,94750,293039799,194027,1698
3,1,223092228,147666,94933,316,1698
3,2,74678,215,373268649,247122,1698
3,3,293043422,194059,142868917,94718,1698
1,1,294322017,194876,144219774,95642,1708
1,2,144216151,95610,294325640,194908,1708
3,1,224439420,148557,94933,316,1708
3,2,74720,216,374550867,247971,1708
3,3,294325640,194908,144216151,95610,1708
2,1,215387538,142581,138186949,91658,1708
2,2,146946932,97319,74067457,49224,1708
2,3,144219774,95642,294322017,194876,1708
1,1,295605747,195726,145568520,96535,1718
1,2,145564897,96503,295609370,195758,1718
2,1,216671226,143430,138186949,91658,1718
2,2,146946974,97320,75416203,50117,1718
2,3,145568520,96535,295605747,195726,1718
3,1,225788166,149450,94975,317,1718
3,2,74720,216,375834555,248820,1718
3,3,295609370,195758,145564897,96503,1718
1,1,296884899,196572,146917224,97427,1728
1,2,146913601,97395,296888522,196604,1728
2,1,217950378,144276,138186949,91658,1728
2,2,146946974,97320,76764907,51009,1728
2,3,146917224,97427,296884899,196572,1728
3,1,227136870,150342,94975,317,1728
3,2,74720,216,377113707,249666,1728
3,3,296888522,196604,146913601,97395,1728
1,1,298170099,197422,148265928,98319,1738
1,2,148262305,98287,298173722,197454,1738
2,1,219235578,145126,138186949,91658,1738
2,2,146946974,97320,78113611,51901,1738
2,3,148265928,98319,298170099,197422,1738
3,1,228485574,151234,94975,317,1738
3,2,74720,216,378398907,250516,1738
3,3,298173722,197454,148262305,98287,1738
1,1,299453829,198272,149614674,99212,1748
1,2,149611051,99180,299457452,198304,1748
3,1,229834320,152127,95017,318,1748
3,2,74720,216,379682595,251365,1748
3,3,299457452,198304,149611051,99180,1748
2,1,220519308,145976,138992887,92192,1748
2,2,147752954,97855,79462399,52795,1748
2,3,149614674,99212,299453829,198272,1748
1,1,300734535,199120,150960396,100103,1758
1,2,150956773,100071,300738158,199152,1758
3,1,231180000,153017,96529,319,1758
3,2,74762,217,380961789,252212,1758
3,3,300738158,199152,150956773,100071,1758
2,1,221798502,146823,140823961,93404,1758
2,2,149103170,98748,80325751,53366,1758
2,3,150960396,100103,300734535,199120,1758
1,1,302016795,199970,152307672,100996,1768
1,2,152304049,100964,302020418,200002,1768
3,1,232527276,153910,96613,321,1768
3,2,74762,217,382243965,253060,1768
3,3,302020418,200002,152304049,100964,1768
2,1,223080720,147672,143519899,95188,1768
2,2,150451916,99641,80325793,53367,1768
2,3,152307672,100996,302016795,199970,1768
1,1,303295947,200816,153656376,101888,1778
1,2,153652753,101856,303299570,200848,1778
2,1,224359872,148518,146215795,96971,1778
2,2,151799108,100532,80325793,53367,1778
2,3,153656376,101888,303295947,200816,1778
3,1,233875980,154802,96683,322,1778
3,2,74762,217,383523117,253906,1778
3,3,303299570,200848,153652753,101856,1778
1,1,304579635,201665,155005080,102780,1788
1,2,155001457,102748,304583258,201697,1788
2,1,225643602,149368,148914757,98757,1788
2,2,153149366,101426,80325835,53368,1788
2,3,155005080,102780,304579635,201665,1788
3,1,235224684,155694,96683,322,1788
3,2,74762,217,384806805,254755,1788
3,3,304583258,201697,155001457,102748,1788
1,1,305860383,202514,156353868,103674,1798
1,2,156350245,103642,305864006,202546,1798
2,1,226924350,150217,151612249,100543,1798
2,2,154498070,102318,80325835,53368,1798
2,3,156353868,103674,305860383,202514,1798
3,1,236573430,156587,96725,323,1798
3,2,74804,218,386087511,255603,1798
3,3,305864006,202546,156350245,103642,1798
1,1,307142559,203362,157701060,104565,1808
1,2,157697437,104533,307146182,203394,1808
3,1,237920622,157478,96725,323,1808
3,2,74804,218,387369687,256451,1808
3,3,307146182,203394,157697437,104533,1808
2,1,228206526,151065,154306633,102325,1808
2,2,155845262,103209,80325835,53368,1808
2,3,157701060,104565,307142559,203362,1808
1,1,308424735,204210,159051276,105458,1818
1,2,159047653,105426,308428358,204242,1818
2,1,229488744,151914,157005595,104111,1818
2,2,157194008,104102,80325877,53369,1818
2,3,159051276,105458,308424735,204210,1818
3,1,239270838,158371,96725,323,1818
3,2,74804,218,388651863,257299,1818
3,3,308428358,204242,159047653,105426,1818
1,1,310376769,205502,160400022,106351,1828
1,2,160396399,106319,310380392,205534,1828
2,1,230775498,152766,159033229,105453,1828
2,2,158539688,104992,80327389,53370,1828
2,3,160400022,106351,310376769,205502,1828
3,1,240619584,159264,96767,324,1828
3,2,74804,218,390603855,258590,1828
3,3,310380392,205534,160396399,106319,1828
1,1,313003197,207241,160593642,106481,1838
1,2,160590019,106449,313006820,207273,1838
3,1,241963836,160155,98363,327,1838
3,2,74888,220,394379403,261089,1838
3,3,313006820,207273,160590019,106449,1838
2,1,232054734,153614,159226849,105583,1838
2,2,159886964,105885,80327473,53372,1838
2,3,160593642,106481,313003197,207241,1838
1,1,315637143,208984,160593684,106482,1848
1,2,160590061,106450,315640766,209016,1848
3,1,243312540,161047,98363,327,1848
3,2,74930,221,398362053,263724,1848
3,3,315640766,209016,160590061,106450,1848
2,1,233339976,154465,159226891,105584,1848
2,2,161235668,106777,80327473,53372,1848
2,3,160593684,106482,315637143,208984,1848
1,1,318266511,210723,160593684,106482,1858
1,2,160590061,106450,318270134,210755,1858
2,1,234620640,155312,159226891,105584,1858
2,2,162584372,107669,80327473,53372,1858
2,3,160593684,106482,318266511,210723,1858
3,1,244659732,161938,98363,327,1858
3,2,74930,221,402338613,266354,1858
3,3,318270134,210755,160590061,106450,1858
1,1,320897503,212465,160593726,106483,1868
1,2,160590103,106451,320901126,212497,1868
2,1,235902816,156160,159226961,105585,1868
2,2,163933188,108563,80327515,53373,1868
2,3,160593726,106483,320897503,212465,1868
3,1,246008478,162831,98475,329,1868
3,2,75014,223,406318351,268989,1868
3,3,320901126,212497,160590103,106451,1868
1,1,323528383,214205,160593726,106483,1878
1,2,160590103,106451,323532006,214237,1878
2,1,237184992,157008,159226961,105585,1878
2,2,165281892,109455,80327515,53373,1878
2,3,160593726,106483,323528383,214205,1878
3,1,247358694,163724,98475,329,1878
3,2,75014,223,410299447,271622,1878
3,3,323532006,214237,160590103,106451,1878
1,1,326160887,215948,160593768,106484,1888
1,2,160590145,106452,326164510,215980,1888
2,1,238470304,157860,159227003,105586,1888
2,2,166629084,110346,80327585,53374,1888
2,3,160593768,106484,326160887,215948,1888
3,1,248707398,164616,98545,330,1888
3,2,75056,224,414280655,274257,1888
3,3,326164510,215980,160590145,106452,1888
1,1,328791809,217689,160593810,106485,1898
1,2,160590187,106453,328795432,217721,1898
2,1,239752480,158708,159227003,105586,1898
2,2,167977830,111239,80327627,53375,1898
2,3,160593810,106485,328791809,217689,1898
3,1,250054632,165508,98587,331,1898
3,2,75140,226,418258811,276890,1898
3,3,328795432,217721,160590187,106453,1898
1,1,331424201,219430,160593810,106485,1908
1,2,160590187,106453,331427824,219462,1908
2,1,241036168,159557,159227003,105586,1908
2,2,169326534,112131,80327627,53375,1908
2,3,160593810,106485,331424201,219430,1908
3,1,251403336,166400,98587,331,1908
3,2,75140,226,422239907,279523,1908
3,3,331427824,219462,160590187,106453,1908
1,1,332989205,220467,161741502,107246,1918
1,2,161737879,107214,332992828,220499,1918
3,1,252749100,167292,100183,334,1918
3,2,78248,230,424004495,280692,1918
3,3,332992828,220499,161737879,107214,1918
2,1,242321368,160407,159227073,105587,1918
2,2,169606338,112318,81475319,54136,1918
2,3,161741502,107246,332989205,220467,1918
1,1,334272893,221316,163090206,108138,1928
1,2,163086583,108106,334276516,221348,1928
2,1,243605056,161256,159227073,105587,1928
2,2,169606338,112318,82824023,55028,1928
2,3,163090206,108138,334272893,221316,1928
3,1,254097804,168184,100183,334,1928
3,2,78248,230,425288183,281541,1928
3,3,334276516,221348,163086583,108106,1928
1,1,335553599,222164,164438952,109031,1938
1,2,164435329,108999,335557222,222196,1938
2,1,244885762,162104,159227115,105588,1938
2,2,169606338,112318,84172727,55920,1938
2,3,164438952,109031,335553599,222164,1938
3,1,255446508,169076,100183,334,1938
3,2,78290,231,426568889,282389,1938
3,3,335557222,222196,164435329,108999,1938
2,1,246166426,162951,159227115,105588,1948
2,2,169606380,112319,85519961,56812,1948
2,3,165786186,109923,336834305,223012,1948
1,1,336834305,223012,165786186,109923,1948
1,2,165782563,109891,336837928,223044,1948
3,1,256795254,169969,100225,335,1948
3,2,78290,231,427849553,283236,1948
3,3,336837928,223044,165784075,109892,1948
1,1,338117993,223861,167134890,110815,1958
1,2,167131267,110783,338121616,223893,1958
2,1,247450114,163800,159227115,105588,1958
2,2,169606380,112319,86870177,57705,1958
2,3,167136402,110816,338117993,223861,1958
3,1,258142446,170860,100225,335,1958
3,2,78290,231,429133241,284085,1958
3,3,338121616,223893,167131267,110783,1958
1,1,339401681,224710,168483594,111707,1968
1,2,168479971,111675,339405304,224742,1968
3,1,259491150,171752,100225,335,1968
3,2,78290,231,430416929,284934,1968
3,3,339405304,224742,168479971,111675,1968
2,1,248733802,164649,159227115,105588,1968
2,2,169606380,112319,88217369,58596,1968
2,3,168483594,111707,339401681,224710,1968
1,1,340686965,225562,169832382,112601,1978
1,2,169828759,112569,340690588,225594,1978
2,1,250019044,165500,159227157,105589,1978
2,2,169606422,112320,89566115,59489,1978
2,3,169832382,112601,340686965,225562,1978
3,1,260839896,172645,100267,336,1978
3,2,78332,232,431702171,285785,1978
3,3,340690588,225594,169828759,112569,1978
1,1,341967629,226409,171181086,113493,1988
1,2,171177463,113461,341972764,226442,1988
2,1,251301220,166348,159227157,105589,1988
2,2,169606422,112320,90914819,60381,1988
2,3,171181086,113493,341969141,226410,1988
3,1,262188600,173537,100267,336,1988
3,2,78332,232,432984347,286633,1988
3,3,341972764,226442,171177463,113461,1988
1,1,343255937,227263,172526850,114385,1998
1,2,172523227,114353,343259560,227295,1998
2,1,252586462,167199,160486695,106423,1998
2,2,169725912,112400,91118981,60517,1998
2,3,172526850,114385,343255937,227263,1998
3,1,263534364,174429,101863,339,1998
3,2,78332,232,434269547,287483,1998
3,3,343259560,227295,172523227,114353,1998
1,1,344536643,228111,173874084,115277,2008
1,2,173870461,115245,344540266,228143,2008
2,1,253867210,168048,163182675,108208,2008
2,2,171074658,113293,91119023,60518,2008
2,3,173874084,115277,344536643,228111,2008
3,1,264881556,175320,101863,339,2008
3,2,78374,233,435550253,288331,2008
3,3,344540266,228143,173870461,115245,2008
1,1,345818861,228960,175222830,116170,2018
1,2,175219207,116138,345822484,228992,2018
2,1,255149428,168897,165880125,109993,2018
2,2,172423362,114185,91119023,60518,2018
2,3,175224342,116171,345818861,228960,2018
3,1,266230302,176213,101905,340,2018
3,2,78374,233,436832429,289179,2018
3,3,345822484,228992,175219207,116138,2018
1,1,347101079,229809,176571576,117063,2028
1,2,176567953,117031,347104702,229841,2028
2,1,256431646,169746,168576063,111777,2028
2,2,173772066,115077,91119023,60518,2028
2,3,176571576,117063,347101079,229809,2028
3,1,267579006,177105,101905,340,2028
3,2,78416,234,438114647,290028,2028
3,3,347104702,229841,176567953,117031,2028
1,1,348381743,230656,177920280,117955,2038
1,2,177916657,117923,348385366,230688,2038
3,1,268927710,177997,101905,340,2038
3,2,78416,234,439395311,290875,2038
3,3,348385366,230688,177916657,117923,2038
2,1,257712352,170594,171273513,113562,2038
2,2,175119300,115969,91119065,60519,2038
2,3,177920280,117955,348381743,230656,2038
1,1,349662491,231505,179269175,118850,2048
1,2,179265445,118817,349666221,231538,2048
2,1,258993100,171443,173971219,115350,2048
2,2,176468004,116861,91119172,60520,2048
2,3,179269175,118850,349662491,231505,2048
3,1,270276456,178890,102054,342,2048
3,2,78458,235,440676124,291724,2048
3,3,349666221,231538,179265445,118817,2048
3,1,271625160,179782,102268,344,2058
3,2,78458,235,441960026,292575,2058
3,3,350950016,232388,180614256,119710,2058
1,1,350946286,232355,180617986,119743,2058
1,2,180614256,119710,350950016,232388,2058
2,1,260276788,172292,176668734,117135,2058
2,2,177816708,117753,91119386,60522,2058
2,3,180617986,119743,350946286,232355,2058
1,1,352225522,233203,181966774,120637,2068
1,2,181963044,120604,352229252,233236,2068
2,1,261556066,173141,179366268,118922,2068
2,2,179165454,118646,91119428,60523,2068
2,3,181966774,120637,352225522,233203,2068
3,1,272973906,180675,102310,345,2068
3,2,78500,236,443239290,293423,2068
3,3,352229252,233236,181963044,120604,2068
1,1,353509252,234053,182175472,120776,2078
1,2,182171742,120743,353512982,234086,2078
3,1,274319670,181567,103906,348,2078
3,2,78542,237,445658532,295024,2078
3,3,353512982,234086,182171742,120743,2078
2,1,262839796,173991,180925182,119954,2078
2,2,180515670,119539,91119428,60523,2078
2,3,182175472,120776,353509252,234053,2078
1,1,355310044,235244,182175472,120776,2088
1,2,182171742,120743,355313774,235277,2088
2,1,264123484,174840,181750734,120500,2088
2,2,181859838,120428,91120940,60524,2088
2,3,182175472,120776,355310044,235244,2088
3,1,275666862,182458,103906,348,2088
3,2,78542,237,448806516,297106,2088
3,3,355313774,235277,182171742,120743,2088
1,1,357939496,236985,182175556,120778,2098
1,2,182171826,120745,357943226,237018,2098
2,1,265404274,175690,181750860,120503,2098
2,2,183208668,121323,91121066,60527,2098
2,3,182175556,120778,357939496,236985,2098
3,1,277015608,183351,103948,349,2098
3,2,78668,240,452784714,299740,2098
3,3,357943226,237018,182171826,120745,2098
1,1,360568864,238724,182175556,120778,2108
1,2,182171826,120745,360572594,238757,2108
2,1,266684938,176537,181750860,120503,2108
2,2,184557372,122215,91121066,60527,2108
2,3,182175556,120778,360568864,238724,2108
3,1,278364312,184243,103948,349,2108
3,2,78668,240,456762786,302371,2108
3,3,360572594,238757,182171826,120745,2108
1,1,363198316,240465,182175710,120781,2118
1,2,182171910,120747,363202046,240498,2118
2,1,267967156,177386,181750972,120505,2118
2,2,185904606,123107,91121178,60529,2118
2,3,182175710,120781,363198316,240465,2118
3,1,279713016,185135,103948,349,2118
3,2,78752,242,460740942,305004,2118
3,3,363202046,240498,182171910,120747,2118
1,1,365829196,242205,182175710,120781,2128
1,2,182171910,120747,365832926,242238,2128
2,1,269249332,178234,181750972,120505,2128
2,2,187253310,123999,91121178,60529,2128
2,3,182175710,120781,365829196,242205,2128
3,1,281060250,186027,103990,350,2128
3,2,78794,243,464719056,307636,2128
3,3,365832926,242238,182171910,120747,2128
1,1,368467748,243952,182175822,120783,2138
1,2,182172022,120749,368471478,243985,2138
2,1,270537598,179087,181751084,120507,2138
2,2,188603526,124892,91121248,60530,2138
2,3,182175822,120783,368467748,243952,2138
3,1,282410466,186920,104130,352,2138
3,2,78906,245,468707824,310276,2138
3,3,368471478,243985,182172022,120749,2138
1,1,371101694,245695,182175864,120784,2148
1,2,182172064,120750,371105424,245728,2148
2,1,271822798,179937,181751084,120507,2148
2,2,189952272,125785,91121290,60531,2148
2,3,182175864,120784,371101694,245695,2148
3,1,283759212,187813,104172,353,2148
3,2,78990,247,472690516,312912,2148
3,3,371105424,245728,182172064,120750,2148
1,1,373732616,247436,182634042,121088,2158
1,2,182630242,121054,373736346,247469,2158
3,1,285103380,188702,105684,354,2158
3,2,80544,249,476207470,315239,2158
3,3,373736346,247469,182630242,121054,2158
2,1,273106528,180787,181751126,120508,2158
2,2,191299464,126676,91580938,60835,2158
2,3,182635554,121089,373732616,247436,2158
1,1,376366562,249179,183982788,121981,2168
1,2,183978988,121947,376370292,249212,2168
2,1,274391728,181637,181751126,120508,2168
2,2,192648210,127569,92928172,61727,2168
2,3,183982788,121981,376366562,249179,2168
3,1,286452168,189596,105768,356,2168
3,2,80586,250,478841416,316982,2168
3,3,376370292,249212,183978988,121947,2168
1,1,378887108,250847,185333046,122875,2178
1,2,185329246,122841,378890838,250880,2178
2,1,275676928,182487,181751126,120508,2178
2,2,193883556,128387,94278430,62621,2178
2,3,185333046,122875,378887108,250847,2178
3,1,287800872,190488,105768,356,2178
3,2,82140,252,481361962,318650,2178
3,3,378890838,250880,185329246,122841,2178
1,1,380170922,251699,186680364,123769,2188
1,2,186676564,123735,380174652,251732,2188
2,1,276960658,183337,181751168,120509,2188
2,2,193883640,128389,95625706,63514,2188
2,3,186680364,123769,380170922,251699,2188
3,1,289148106,191380,105810,357,2188
3,2,82224,254,482645734,319501,2188
3,3,380174652,251732,186676564,123735,2188
1,1,381454610,252548,188030580,124662,2198
1,2,188026780,124628,381458340,252581,2198
2,1,278244346,184186,181751168,120509,2198
2,2,193883640,128389,96975922,64407,2198
2,3,188030580,124662,381454610,252548,2198
3,1,290498322,192273,105810,357,2198
3,2,82224,254,483929422,320350,2198
3,3,381458340,252581,188026780,124628,2198
1,1,382739894,253400,189377856,125555,2208
1,2,189374056,125521,382743624,253433,2208
2,1,279529588,185037,181751210,120510,2208
2,2,193883682,128390,98323156,65299,2208
2,3,189379368,125556,382741406,253401,2208
3,1,291845556,193165,105852,358,2208
3,2,82266,255,485214664,321201,2208
3,3,382743624,253433,189374056,125521,2208
1,1,384029630,254253,190726560,126447,2218
1,2,190722760,126413,384033360,254286,2218
2,1,280819324,185890,181751210,120510,2218
2,2,193883682,128390,99671860,66191,2218
2,3,190726560,126447,384029630,254253,2218
3,1,293194260,194057,105852,358,2218
3,2,82266,255,486504400,322054,2218
3,3,384033360,254286,190722760,126413,2218
1,1,385314872,255104,192075306,127340,2228
1,2,192071506,127306,385318602,255137,2228
2,1,282104566,186741,181751252,120511,2228
2,2,193883682,128390,101020564,67083,2228
2,3,192075306,127340,385314872,255104,2228
3,1,294542964,194949,105852,358,2228
3,2,82308,256,487789642,322905,2228
3,3,385318602,255137,192071506,127306,2228
1,1,386600114,255955,193424052,128233,2238
1,2,193420252,128199,386603844,255988,2238
3,1,295891710,195842,105894,359,2238
3,2,82308,256,489074842,323755,2238
3,3,386603844,255988,193420252,128199,2238
2,1,283389766,187591,181751252,120511,2238
2,2,193883724,128391,102369310,67976,2238
2,3,193424052,128233,386600114,255955,2238
1,1,387885440,256808,194769858,129126,2248
1,2,194766058,129092,387889170,256841,2248
2,1,284673538,188442,182880800,121260,2248
2,2,193885278,128393,102585568,68120,2248
2,3,194769858,129126,387885440,256808,2248
3,1,297237474,196734,107490,362,2248
3,2,82350,257,490358572,324605,2248
3,3,387889170,256841,194766058,129092,2248
1,1,389170640,257658,196118562,130018,2258
1,2,196114762,129984,389174370,257691,2258
3,1,298586178,197626,107490,362,2258
3,2,82350,257,491643772,325455,2258
3,3,389174370,257691,196114762,129984,2258
2,1,285958738,189292,184229504,122152,2258
2,2,193885278,128393,102585568,68120,2258
2,3,196118562,130018,389170640,257658,2258
1,1,390455840,258508,197467266,130910,2268
1,2,197463466,130876,390459570,258541,2268
3,1,299934882,198518,107490,362,2268
3,2,82350,257,492928972,326305,2268
3,3,390459570,258541,197463466,130876,2268
2,1,287243938,190142,185578208,123044,2268
2,2,193885278,128393,102585638,68121,2268
2,3,197467266,130910,390455840,258508,2268
1,1,391736546,259356,198814500,131802,2278
1,2,198810700,131768,391740276,259389,2278
3,1,301283628,199411,107532,363,2278
3,2,82350,257,494209636,327152,2278
3,3,391740276,259389,198812212,131769,2278
2,1,288524686,190991,187979348,124634,2278
2,2,194937672,129090,102585680,68122,2278
2,3,198816012,131803,391736546,259356,2278
1,1,393017210,260203,200164716,132695,2288
1,2,200160916,132661,393020940,260236,2288
2,1,289805350,191838,190676756,126418,2288
2,2,196286376,129982,102585680,68122,2288
2,3,200164716,132695,393017210,260203,2288
3,1,302632332,200303,107532,363,2288
3,2,82350,257,495490300,327999,2288
3,3,393020940,260236,200160916,132661,2288
1,1,394296404,261050,201513462,133588,2298
1,2,201509662,133554,394300134,261083,2298
2,1,291084544,192685,193372694,128202,2298
2,2,197633568,130873,102585680,68122,2298
2,3,201513462,133588,394296404,261050,2298
3,1,303981036,201195,107532,363,2298
3,2,82392,258,496769494,328846,2298
3,3,394300134,261083,201509662,133554,2298
1,1,395580134,261900,202860696,134480,2308
1,2,202856896,134446,395583864,261933,2308
2,1,292368274,193535,196070144,129987,2308
2,2,198982272,131765,102585680,68122,2308
2,3,202862208,134481,395580134,261900,2308
3,1,305329782,202088,107574,364,2308
3,2,82392,258,498053182,329695,2308
3,3,395583864,261933,202858408,134447,2308
1,1,396860798,262747,204209400,135372,2318
1,2,204205600,135338,396864528,262780,2318
3,1,306676974,202979,107574,364,2318
3,2,82392,258,499333846,330542,2318
3,3,396864528,262780,204205600,135338,2318
2,1,293648938,194382,198766040,131770,2318
2,2,200330976,132657,102585680,68122,2318
2,3,204209400,135372,396860798,262747,2318
1,1,398144486,263596,205102992,135963,2328
1,2,205099192,135929,398148216,263629,2328
2,1,294932668,195232,201008378,133254,2328
2,2,201679722,133550,102585722,68123,2328
2,3,205102992,135963,398144486,263596,2328
3,1,308022654,203869,109086,365,2328
3,2,82392,258,501068110,331689,2328
3,3,398148216,263629,205099192,135929,2328
1,1,399428258,264447,205103076,135965,2338
1,2,205099276,135931,399431988,264480,2338
2,1,296216440,196083,202355654,134147,2338
2,2,203026914,134441,102585722,68123,2338
2,3,205103076,135965,399428258,264447,2338
3,1,309371442,204763,109170,367,2338
3,2,82476,260,503700586,333432,2338
3,3,399431988,264480,205099276,135931,2338
1,1,400708922,265294,205103076,135965,2348
1,2,205099276,135931,400712652,265327,2348
2,1,297497104,196930,203704358,135039,2348
2,2,204375618,135333,102585722,68123,2348
2,3,205103076,135965,400708922,265294,2348
3,1,310718634,205654,109170,367,2348
3,2,82476,260,506328442,335170,2348
3,3,400712652,265327,205099276,135931,2348
1,1,401991098,266142,205103076,135965,2358
1,2,205099276,135931,401994828,266175,2358
2,1,298779280,197778,205053062,135931,2358
2,2,205724322,136225,102585722,68123,2358
2,3,205103076,135965,401991098,266142,2358
3,1,312067338,206546,109170,367,2358
3,2,82476,260,508959322,336910,2358
3,3,401994828,266175,205099276,135931,2358
1,1,403918898,267417,205103076,135965,2368
1,2,205099276,135931,403922628,267450,2368
2,1,300064480,198628,205756142,136396,2368
2,2,207071514,137116,102587234,68124,2368
2,3,205103076,135965,403918898,267417,2368
3,1,313416084,207439,109212,368,2368
3,2,82518,261,512235868,339078,2368
3,3,403922628,267450,205099276,135931,2368
1,1,406551332,269159,205103118,135966,2378
1,2,205099318,135932,406555062,269192,2378
3,1,314764788,208331,109212,368,2378
3,2,82560,262,516217006,341712,2378
3,3,406556574,269193,205099318,135932,2378
2,1,301351234,199480,205756184,136397,2378
2,2,208420302,138010,102587318,68126,2378
2,3,205103118,135966,406554356,269161,2378
1,1,409185278,270902,205103160,135967,2388
1,2,205099360,135933,409189008,270935,2388
2,1,302634964,200330,205756226,136398,2388
2,2,209767494,138901,102587318,68126,2388
2,3,205103160,135967,409185278,270902,2388
3,1,316113492,209223,109212,368,2388
3,2,82602,263,520199656,344347,2388
3,3,409189008,270935,205099360,135933,2388
1,1,411817670,272643,205103300,135969,2398
1,2,205099500,135935,411821400,272676,2398
3,1,317462308,210117,109254,369,2398
3,2,82644,264,524182376,346983,2398
3,3,411822912,272677,205099500,135935,2398
2,1,303920164,201180,205756366,136400,2398
2,2,211116198,139793,102587458,68128,2398
2,3,205103300,135969,411819182,272644,2398
1,1,414447038,274382,205103300,135969,2408
1,2,205099500,135935,414450768,274415,2408
2,1,305199316,202026,205756366,136400,2408
2,2,212464902,140685,102587458,68128,2408
2,3,205103300,135969,414447038,274382,2408
3,1,318811012,211009,109254,369,2408
3,2,82644,264,528158936,349613,2408
3,3,414450768,274415,205099500,135935,2408
1,1,417079472,276124,205550894,136266,2418
1,2,205547094,136232,417083202,276157,2418
2,1,306484516,202876,205756366,136400,2418
2,2,213813648,141578,103036564,68426,2418
2,3,205552406,136267,417080984,276125,2418
3,1,320155180,211898,110766,370,2418
3,2,84198,266,531689498,351949,2418
3,3,417084714,276158,205548606,136233,2418
1,1,419713460,277868,206901194,137161,2428
1,2,206897394,137127,419717190,277901,2428
2,1,307768246,203726,205756408,136401,2428
2,2,215162394,142471,104385310,69319,2428
2,3,206901194,137161,419713460,277868,2428
3,1,321505480,212793,110850,372,2428
3,2,84282,268,534321974,353692,2428
3,3,419717190,277901,206897394,137127,2428
1,1,422344340,279608,208248386,138052,2438
1,2,208244586,138018,422348070,279641,2438
3,1,322852672,213684,110850,372,2438
3,2,84282,268,536952854,355432,2438
3,3,422348070,279641,208244586,138018,2438
2,1,309051934,204575,205756408,136401,2438
2,2,216509586,143362,105732502,70210,2438
2,3,208248386,138052,422344340,279608,2438
1,1,424976732,281349,209597090,138944,2448
1,2,209593290,138910,424980462,281382,2448
2,1,310335622,205424,205756408,136401,2448
2,2,217858290,144254,107081206,71102,2448
2,3,209597090,138944,424976732,281349,2448
3,1,324201376,214576,110850,372,2448
3,2,84282,268,539585246,357173,2448
3,3,424980462,281382,209593290,138910,2448
1,1,427607654,283090,210945836,139837,2458
1,2,210942036,139803,427611384,283123,2458
2,1,311617798,206272,205756408,136401,2458
2,2,219207036,145147,108429952,71995,2458
2,3,210945836,139837,427607654,283090,2458
3,1,325550122,215469,110892,373,2458
3,2,84282,268,542216126,358913,2458
3,3,427611384,283123,210942036,139803,2458
1,1,429461450,284318,212296136,140732,2468
1,2,212292336,140698,429465180,284351,2468
2,1,312899974,207120,205756408,136401,2468
2,2,219778656,145527,109780252,72890,2468
2,3,212296136,140732,429461450,284318,2468
3,1,326898826,216361,110892,373,2468
3,2,85878,271,544069922,360141,2468
3,3,429465180,284351,212292336,140698,2468
1,1,430745180,285168,213644882,141625,2478
1,2,213641082,141591,430748910,285201,2478
2,1,314185216,207971,205756450,136402,2478
2,2,219778656,145527,111128956,73782,2478
2,3,213644882,141625,430746692,285169,2478
3,1,328247530,217253,110892,373,2478
3,2,85920,272,545353652,360991,2478
3,3,430748910,285201,213641082,141591,2478
1,1,432028910,286018,214993628,142518,2488
1,2,214989828,142484,432032640,286051,2488
2,1,315467392,208819,205756450,136402,2488
2,2,219778698,145528,112477702,74675,2488
2,3,214993628,142518,432028910,286018,2488
3,1,329596276,218146,110934,374,2488
3,2,85920,272,546637340,361840,2488
3,3,432032640,286051,214989828,142484,2488
1,1,433312598,286867,216342332,143410,2498
1,2,216338532,143376,433316328,286900,2498
2,1,316751080,209668,205756450,136402,2498
2,2,219778698,145528,113826406,75567,2498
